date,year,location,species,type,count
6/28,1995,Kogrukluk River,Sockeye,Estimated,0
6/28,1996,Kogrukluk River,Chinook,Estimated,2
6/28,1996,Kogrukluk River,Chum,Estimated,144
6/28,1996,Kogrukluk River,Coho,Estimated,0
6/28,1996,Kogrukluk River,Sockeye,Estimated,0
6/28,1997,Kogrukluk River,Chinook,Counted Live,51
6/28,1997,Kogrukluk River,Chum,Counted Live,44
6/28,1997,Kogrukluk River,Coho,Counted Live,0
6/28,1997,Kogrukluk River,Sockeye,Counted Live,8
6/28,1998,Kogrukluk River,Coho,Estimated,0
6/28,1998,Kogrukluk River,Sockeye,Estimated,0
6/28,1999,Kogrukluk River,Chinook,Estimated,0
6/28,1999,Kogrukluk River,Chum,Estimated,0
6/28,1999,Kogrukluk River,Coho,Estimated,0
6/28,1999,Kogrukluk River,Sockeye,Estimated,0
6/28,2000,Kogrukluk River,Chinook,Estimated,0
6/28,2000,Kogrukluk River,Chum,Estimated,0
6/28,2000,Kogrukluk River,Coho,Estimated,0
6/28,2000,Kogrukluk River,Sockeye,Estimated,0
6/28,2001,Kogrukluk River,Chinook,Estimated,0
6/28,2001,Kogrukluk River,Chum,Estimated,0
6/28,2001,Kogrukluk River,Coho,Estimated,0
6/28,2001,Kogrukluk River,Sockeye,Estimated,0
6/28,2002,Kogrukluk River,Chinook,Counted Live,103
6/28,2002,Kogrukluk River,Chum,Counted Live,474
6/28,2002,Kogrukluk River,Coho,Counted Live,0
6/28,2002,Kogrukluk River,Sockeye,Counted Live,1
6/28,2003,Kogrukluk River,Chinook,Counted Live,40
6/28,2003,Kogrukluk River,Chum,Counted Live,48
6/28,2003,Kogrukluk River,Coho,Counted Live,0
6/28,2003,Kogrukluk River,Sockeye,Counted Live,1
6/28,2004,Kogrukluk River,Chinook,Counted Live,87
6/28,2004,Kogrukluk River,Chum,Counted Live,114
6/28,2004,Kogrukluk River,Coho,Counted Live,0
6/28,2004,Kogrukluk River,Sockeye,Counted Live,6
6/28,2005,Kogrukluk River,Chinook,Counted Live,56
