"stock","year","mean","sd","median","lwr95CI","upr95CI","cv","obs"
"George",1997,7810,390.5,7810,7044.62,8575.38,0.05,1
"George",1998,2353,117.65,2353,2122.406,2583.594,0.05,0
"George",1999,2263,113.15,2263,2041.226,2484.774,0.05,0
"George",2000,2959,147.95,2959,2669.018,3248.982,0.05,1
"George",2001,3277,163.85,3277,2955.854,3598.146,0.05,1
"George",2002,2443,122.15,2443,2203.586,2682.414,0.05,1
"George",2003,4591,229.55,4591,4141.082,5040.918,0.05,0
"George",2004,5488,274.4,5488,4950.176,6025.824,0.05,1
"George",2005,3845,192.25,3845,3468.19,4221.81,0.05,1
"George",2006,4355,217.75,4355,3928.21,4781.79,0.05,1
"George",2007,4011,200.55,4011,3617.922,4404.078,0.05,1
"George",2008,2563,128.15,2563,2311.826,2814.174,0.05,1
"George",2009,3663,183.15,3663,3304.026,4021.974,0.05,1
"George",2010,1498,74.9,1498,1351.196,1644.804,0.05,1
"George",2011,1547,77.35,1547,1395.394,1698.606,0.05,1
"George",2012,2201,110.05,2201,1985.302,2416.698,0.05,1
"George",2013,1292,64.6,1292,1165.384,1418.616,0.05,1
"George",2014,2993,149.65,2993,2699.686,3286.314,0.05,1
"George",2015,2282,114.1,2282,2058.364,2505.636,0.05,1
"George",2016,1663,83.15,1663,1500.026,1825.974,0.05,1
"George",2017,3685,184.25,3685,3323.87,4046.13,0.05,1
"Holitna",1976,28374.4897740438,4273.00817882329,28163.5156034415,20589.7020280399,37226.3412520115,0.150593304508761,1
"Holitna",1977,30316.7597621487,4565.54811799624,30091.7579975056,21996.3596932569,39774.0687211674,0.150594857557847,0
"Holitna",1978,30526.4366358645,4597.12919136307,30299.8462042019,22148.2259742152,40049.1074820421,0.150595015271519,1
"Holitna",1979,16345.6585977127,2461.29494258986,16225.3039216087,11872.9499336476,21442.0594335062,0.150577899806024,0
"Holitna",1980,31023.0397578232,4671.92651106073,30792.6866937459,22507.9092712215,40700.5150735877,0.15059538161094,0
"Holitna",1981,23562.9573035114,3548.31230361126,23388.1875733552,17105.0604298614,30914.9254761479,0.150588580962309,0
"Holitna",1982,5751.45866259539,865.956876641411,5707.5486599365,4175.14015653167,7554.07031016104,0.150563001047571,1
"Holitna",1983,11798.9811255582,1776.54644549262,11710.6843686897,8563.67909173584,15477.0525656254,0.15056778433558,1
"Holitna",1984,9823.60426265611,1479.06914255196,9747.4976362358,7131.41760848825,12887.9443570364,0.150562777470033,0
"Holitna",1985,7329.55302793057,1103.52698526456,7273.57624305064,5315.19893922759,9617.09659054365,0.150558564902849,0
"Holitna",1986,7175.05427887678,1080.26595063188,7119.94033320575,5202.08821861759,9416.16335204302,0.150558575398121,1
"Holitna",1987,9735.3192631968,1465.77460541915,9659.7536795004,7067.63098140591,12772.0634594053,0.150562561513553,0
"Holitna",1988,9161.46676671128,1379.36155879224,9089.89584244395,6648.89677899198,12018.35248682,0.150561214040991,0
"Holitna",1989,10452.6348838037,1573.79422329268,10372.5230007462,7585.89732644993,13713.5261419713,0.150564354422373,0
"Holitna",1990,12141.085498463,1828.06673777805,12050.1740373338,8812.67530980684,15924.9091155627,0.150568640506607,0
"Holitna",1991,11578.2686269099,1743.30779671786,11491.6587760161,8403.03637039971,15188.1128559884,0.150567226663415,0
